,bill_tot,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Target
68,7901.0,69,130000.0,2,3,2,7,1,-2,-2,-1,2,-1,0.0,0.0,20161.0,0.0,7319.0,13899.0,0
69,88326.0,70,20000.0,1,5,2,8,2,0,0,0,0,0,0.0,1200.0,1000.0,500.0,1000.0,0.0,0
70,2340.0,71,80000.0,1,1,2,7,-1,-1,-1,-1,-1,-1,0.0,390.0,390.0,390.0,390.0,390.0,0
71,362152.0,72,320000.0,1,2,2,7,2,2,2,2,2,2,2500.0,2500.0,0.0,4800.0,2400.0,1600.0,1
72,26425.0,73,200000.0,2,2,1,7,-1,-1,-1,-1,2,-1,5818.0,15.0,9102.0,17.0,3165.0,1395.0,0
73,5514.0,74,290000.0,2,1,2,6,1,-2,-1,-1,-1,-1,0.0,3155.0,0.0,2359.0,0.0,0.0,0
74,142199.0,75,340000.0,1,1,2,7,-1,-1,-1,-1,-1,-1,5713.0,23453.0,4314.0,80552.0,25949.0,2016.0,0
75,101328.0,76,20000.0,1,2,2,8,0,0,2,0,0,0,2850.0,0.0,610.0,630.0,1500.0,0.0,0
76,145406.0,77,50000.0,1,3,2,8,-1,0,0,0,0,0,1759.0,1779.0,320.0,500.0,1000.0,1000.0,0
77,1746.0,78,300000.0,2,1,1,4,-1,-1,-1,-1,-1,-1,291.0,291.0,291.0,291.0,291.0,291.0,0
78,149186.0,79,30000.0,2,2,2,8,0,0,0,0,0,0,1686.0,1400.0,560.0,3000.0,1765.0,0.0,1
79,0.0,80,240000.0,2,2,2,4,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1
80,614823.0,81,470000.0,2,3,3,6,0,0,0,0,0,0,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0
81,294903.0,82,360000.0,2,1,2,8,0,0,0,0,0,-1,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0
82,143566.0,83,60000.0,1,3,2,7,0,0,0,0,0,0,1576.0,1213.0,648.0,768.0,1140.0,0.0,1
83,700952.0,84,400000.0,2,2,1,4,0,0,2,0,0,0,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0
84,177499.0,85,50000.0,2,3,2,3,0,0,0,0,0,0,1676.0,1302.0,700.0,699.0,849.0,826.0,0
85,667013.0,86,160000.0,1,2,2,6,0,0,0,0,0,0,4400.0,3547.0,80000.0,4500.0,4800.0,4500.0,0
86,3510.0,87,360000.0,2,1,1,4,-1,-1,2,0,-1,-1,1170.0,0.0,0.0,390.0,390.0,390.0,1
87,31623.0,88,160000.0,2,2,2,7,0,0,0,0,0,-1,1147.0,2000.0,2000.0,0.0,766.0,2303.0,0
88,226534.0,89,130000.0,2,1,1,6,0,0,0,-1,-1,-1,40000.0,5000.0,1330.0,7095.0,1190.0,2090.0,0
89,61309.0,90,20000.0,1,3,2,4,2,2,0,0,0,2,0.0,1651.0,1000.0,2000.0,0.0,1500.0,0
90,862167.0,91,200000.0,1,1,1,3,2,2,2,2,2,2,6300.0,5500.0,5500.0,5500.0,5000.0,5000.0,1
91,15360.0,92,280000.0,2,1,2,5,-1,-1,-1,0,0,-2,0.0,3968.0,0.0,0.0,0.0,0.0,0
92,3555.0,93,100000.0,2,1,2,8,-2,-2,-2,-2,-2,-2,7555.0,0.0,0.0,0.0,0.0,0.0,0
93,4162.0,94,160000.0,2,2,1,6,-1,-1,-1,-1,-1,-2,1602.0,840.0,840.0,0.0,0.0,7736.0,0
94,197839.0,95,60000.0,2,2,2,8,0,0,0,0,0,0,1937.0,1301.0,682.0,690.0,816.0,835.0,0
95,354716.0,96,90000.0,1,2,2,6,0,0,0,0,0,0,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,0
96,58460.0,97,360000.0,1,1,1,4,-1,-1,-1,-1,-1,0,8339.0,3394.0,12902.0,27000.0,0.0,68978.0,0
97,479411.0,98,150000.0,1,1,2,8,0,0,0,0,0,0,4031.0,10006.0,3266.0,4040.0,1698.0,800.0,0
98,83794.0,99,50000.0,2,3,1,8,0,0,0,0,0,0,1411.0,1194.0,379.0,281.0,321.0,197.0,0
99,93217.0,100,20000.0,1,2,1,5,0,0,0,0,0,-1,1699.0,1460.0,626.0,1750.0,150.0,0.0,1
100,13679.0,101,140000.0,1,1,2,7,-2,-2,-2,-2,-2,-2,10212.0,850.0,415.0,100.0,1430.0,0.0,0
101,132602.0,102,380000.0,2,1,2,7,-2,-2,-1,0,0,0,223.0,33178.0,1171.0,1197.0,1250.0,5000.0,0
102,2761015.0,103,480000.0,1,1,1,2,0,0,0,2,2,0,16078.0,55693.0,17000.0,0.0,18000.0,24200.0,0
103,205366.0,104,50000.0,2,3,2,8,0,0,0,0,0,0,1767.0,1362.0,1002.0,840.0,995.0,904.0,1
104,342038.0,105,60000.0,2,2,2,8,2,2,2,2,2,0,0.0,5000.0,2511.0,6.0,3000.0,3000.0,0
105,32109.0,106,70000.0,2,2,2,8,-1,-1,-2,-2,-2,-1,0.0,0.0,0.0,0.0,26529.0,2000.0,0
106,17865.0,107,80000.0,2,2,1,6,-1,-1,-1,-1,-1,-1,2861.0,3279.0,3319.0,1150.0,1150.0,1035.0,0
107,10987.0,108,350000.0,1,1,2,3,-1,-1,-1,-1,-1,-1,2272.0,722.0,867.0,1150.0,5263.0,5011.0,0
108,680938.0,109,130000.0,1,2,2,5,0,0,0,-1,-1,-1,10908.0,0.0,133657.0,4566.0,133841.0,4796.0,0
109,-618.0,110,360000.0,1,2,1,6,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
110,639580.0,111,330000.0,2,1,1,7,0,0,2,0,0,0,9260.0,0.0,3593.0,4100.0,15794.0,0.0,0
111,93139.0,112,50000.0,1,3,1,4,0,0,2,0,0,0,2000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0
112,855008.0,113,280000.0,1,2,1,5,2,2,2,2,2,3,6500.0,0.0,14254.0,14850.0,0.0,5000.0,0
113,335186.0,114,100000.0,2,1,2,8,0,0,0,0,0,0,2000.0,2677.0,3076.0,5080.0,3000.0,2033.0,0
114,119110.0,115,50000.0,1,2,2,5,0,0,0,0,0,0,1340.0,1305.0,700.0,718.0,724.0,684.0,0
115,117660.0,116,30000.0,1,1,2,8,-1,2,0,0,3,2,0.0,1312.0,3000.0,0.0,1000.0,1000.0,1
116,7456.0,117,240000.0,1,1,2,7,-1,-1,-1,-1,-1,-1,326.0,326.0,5676.0,476.0,326.0,526.0,0
117,99022.0,118,80000.0,1,2,2,8,2,0,0,0,0,0,2000.0,1700.0,1000.0,1000.0,1000.0,1000.0,1
118,71828.0,119,400000.0,1,2,1,6,-1,-1,-1,-1,-1,-1,9677.0,11867.0,7839.0,14837.0,7959.0,5712.0,0
119,209703.0,120,240000.0,2,2,2,5,0,0,0,0,-1,-1,2000.0,3000.0,3000.0,1307.0,1203.0,563.0,0
120,290245.0,121,50000.0,1,3,2,6,2,2,2,3,2,2,1000.0,4035.0,1000.0,1400.0,2800.0,0.0,1
121,0.0,122,450000.0,1,1,1,5,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1
122,0.0,123,110000.0,2,1,1,4,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
123,1626538.0,124,310000.0,2,2,1,6,2,0,0,0,0,0,13019.0,11128.0,8407.0,8599.0,6833.0,5987.0,1
124,112100.0,125,20000.0,1,1,2,8,0,0,0,0,0,0,1404.0,1130.0,600.0,861.0,313.0,0.0,0
125,0.0,126,20000.0,1,2,2,8,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
126,617685.0,127,200000.0,1,3,2,3,0,0,0,0,0,0,3568.0,3585.0,3602.0,3848.0,3669.0,3784.0,0
127,668882.0,128,180000.0,1,1,1,6,0,0,0,0,0,0,4655.0,2690.0,2067.0,2142.0,2217.0,1000.0,1
128,30548.0,129,50000.0,1,2,1,3,0,0,0,0,0,0,1000.0,1066.0,1300.0,1500.0,1200.0,134.0,1
129,264125.0,130,60000.0,1,3,1,3,3,2,2,0,0,0,2504.0,7.0,1200.0,1200.0,1100.0,1500.0,0
130,32776.0,131,30000.0,2,1,2,8,1,-2,-2,-2,-1,-1,5645.0,3508.0,27.0,13771.0,5911.0,3024.0,0
131,11279.0,132,240000.0,1,1,2,5,1,-1,-1,0,0,-1,2622.0,3301.0,0.0,360.0,1737.0,924.0,0
132,1349911.0,133,420000.0,1,2,1,6,0,0,0,0,0,0,9744.0,9553.0,7603.0,7830.0,7253.0,11326.0,0
133,1369317.0,134,330000.0,1,3,1,4,0,0,0,0,0,0,8210.0,8095.0,8025.0,8175.0,8391.0,8200.0,0
134,123482.0,135,30000.0,2,2,2,8,0,0,0,0,0,0,2000.0,1400.0,0.0,500.0,0.0,1560.0,0
135,77708.0,136,240000.0,1,2,1,6,0,0,0,2,2,2,1500.0,1800.0,0.0,1000.0,0.0,327.0,0
136,140829.0,137,150000.0,1,1,2,8,0,0,0,0,0,0,2500.0,3000.0,3000.0,3000.0,3500.0,5000.0,0
137,43256.0,138,210000.0,2,2,1,6,0,0,0,0,0,0,1500.0,1500.0,1000.0,500.0,2000.0,546.0,0
138,6932.0,139,50000.0,2,3,1,3,-1,-1,-1,-1,-2,-2,300.0,5880.0,0.0,0.0,0.0,0.0,1
139,208330.0,140,50000.0,1,1,2,8,0,0,0,0,0,0,2360.0,1700.0,1000.0,900.0,870.0,2130.0,0
140,0.0,141,240000.0,1,1,2,4,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1
141,3828.0,142,180000.0,1,2,2,7,-1,-1,-1,-1,-1,-1,0.0,416.0,332.0,500.0,3500.0,832.0,0
142,99487.0,143,50000.0,1,2,2,8,1,2,2,2,0,0,1000.0,10000.0,400.0,700.0,800.0,600.0,0
143,67988.0,144,170000.0,1,2,2,7,-2,-2,-2,-2,-2,-2,10000.0,10000.0,10000.0,9983.0,15863.0,10000.0,0
144,26510.0,145,20000.0,1,1,2,7,-1,-1,-1,-1,0,-1,15586.0,344.0,2340.0,4702.0,339.0,330.0,0
145,48184.0,146,50000.0,1,1,2,7,0,0,0,0,0,3,1000.0,1500.0,2000.0,1583.0,1100.0,0.0,0
146,105012.0,147,170000.0,2,2,2,8,0,0,0,0,0,0,1661.0,1200.0,351.0,358.0,182.0,0.0,1
147,794273.0,148,200000.0,1,1,2,6,1,2,0,0,0,0,8000.0,5000.0,55500.0,5000.0,5000.0,8500.0,0
148,61950.0,149,80000.0,2,2,1,8,1,2,3,2,0,0,1650.0,0.0,0.0,379.0,2091.0,1.0,0
149,21038.0,150,260000.0,2,1,1,2,1,-2,-1,-1,-1,-1,0.0,22500.0,0.0,969.0,1000.0,0.0,0
150,411323.0,151,140000.0,1,2,1,7,0,0,0,0,2,0,3455.0,3110.0,5000.0,0.0,2100.0,2602.0,0
151,256528.0,152,80000.0,1,1,2,8,0,0,0,0,0,0,30000.0,3000.0,6000.0,8000.0,2000.0,14000.0,0
152,4744.0,153,350000.0,1,1,2,5,1,-1,-1,-1,-1,-2,2906.0,1000.0,630.0,0.0,0.0,0.0,0
153,971621.0,154,280000.0,2,2,1,3,0,0,0,0,0,0,8042.0,6700.0,5137.0,100000.0,7000.0,6321.0,0
154,70072.0,155,30000.0,2,3,2,8,0,0,0,0,0,0,1700.0,1500.0,1000.0,1500.0,1500.0,1500.0,0
155,222980.0,156,140000.0,1,1,1,6,0,0,0,0,0,0,5000.0,5000.0,11885.0,5000.0,3000.0,5504.0,0
156,575407.0,157,200000.0,2,1,2,6,0,0,0,0,0,0,4000.0,3250.0,3250.0,3500.0,3560.0,5000.0,0
157,1018160.0,158,200000.0,2,3,2,7,0,0,0,0,0,0,7300.0,7108.0,7680.0,6200.0,5000.0,4500.0,0
158,805451.0,159,210000.0,1,3,1,4,2,3,4,4,5,6,10478.0,10478.0,11078.0,11078.0,11678.0,10478.0,1
159,79884.0,160,50000.0,1,3,1,3,3,2,0,0,0,0,0.0,1600.0,500.0,500.0,600.0,600.0,0
160,162596.0,161,30000.0,1,1,2,5,2,2,2,2,2,0,3500.0,0.0,2200.0,0.0,1200.0,1250.0,0
161,3396.0,162,50000.0,1,2,2,8,2,-1,-1,-1,-1,2,390.0,780.0,216.0,864.0,0.0,390.0,0
162,3637.0,163,290000.0,1,3,1,4,-1,-1,-1,-1,0,-1,396.0,396.0,792.0,0.0,423.0,369.0,0
163,918942.0,164,250000.0,2,1,1,6,0,0,2,0,0,0,17994.0,0.0,5469.0,5656.0,6811.0,3920.0,0
164,150304.0,165,60000.0,2,2,1,4,0,0,0,0,0,0,3000.0,1500.0,1500.0,1000.0,1500.0,1500.0,0
165,539339.0,166,110000.0,2,1,2,8,0,0,0,0,0,0,5500.0,3900.0,3000.0,2900.0,3000.0,2800.0,0
166,63070.0,167,370000.0,1,1,2,3,-2,-2,-2,-2,-2,-2,15383.0,8204.0,15413.0,4792.0,13453.0,4699.0,0
167,310089.0,168,100000.0,1,2,1,8,-1,2,2,0,0,0,3166.0,0.0,1330.0,1398.0,12.0,50000.0,0
168,472951.0,169,90000.0,2,2,1,6,0,0,0,0,0,2,3500.0,3500.0,3652.0,10000.0,4000.0,0.0,0
169,171359.0,170,50000.0,2,2,2,8,0,0,0,0,0,0,1510.0,1442.0,982.0,1017.0,1277.0,567.0,0
170,180209.0,171,270000.0,1,2,2,6,0,0,0,0,0,0,5000.0,2000.0,3000.0,4000.0,3000.0,2000.0,0
171,11780.0,172,300000.0,2,1,2,7,-1,-1,-1,-1,-1,-1,3288.0,0.0,4340.0,2672.0,800.0,746.0,0
172,53787.0,173,50000.0,2,2,2,8,-1,0,0,0,0,0,15000.0,1000.0,149.0,0.0,5000.0,10000.0,0
173,-11569.0,174,50000.0,2,1,2,8,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1
174,77.0,175,360000.0,1,1,2,7,1,-2,-1,-1,-2,-2,0.0,77.0,0.0,0.0,0.0,0.0,0
175,410575.0,176,130000.0,1,3,1,3,1,2,2,2,2,3,3000.0,3000.0,3000.0,5500.0,0.0,0.0,1
176,15624.0,177,80000.0,1,1,2,7,-2,-1,0,0,0,0,504.0,500.0,1000.0,500.0,3500.0,0.0,0
177,220483.0,178,50000.0,1,2,2,7,1,2,0,0,0,2,0.0,1500.0,1000.0,2000.0,0.0,2000.0,0
178,83914.0,179,20000.0,2,2,2,8,0,0,0,0,0,0,1212.0,1201.0,500.0,1500.0,1500.0,1000.0,0
179,323559.0,180,80000.0,2,2,1,7,0,0,2,0,0,0,5800.0,1000.0,600.0,400.0,1000.0,0.0,0
180,118261.0,181,240000.0,1,1,2,6,-1,-1,2,0,0,-1,15000.0,0.0,2000.0,0.0,1256.0,65935.0,0
181,129487.0,182,80000.0,2,3,2,6,0,-1,0,0,0,0,12500.0,6500.0,3000.0,2000.0,3000.0,2000.0,0
182,579243.0,183,500000.0,2,1,1,4,0,0,0,0,0,0,70010.0,30357.0,30000.0,20000.0,52183.0,20000.0,0
183,222443.0,184,60000.0,2,2,1,8,0,0,0,0,0,0,2500.0,1600.0,3000.0,1000.0,737.0,2000.0,1
184,50904.0,185,20000.0,1,2,2,8,0,0,0,0,0,-1,1200.0,1593.0,601.0,135.0,1824.0,0.0,0
185,92351.0,186,100000.0,2,2,1,5,1,2,0,0,2,0,0.0,1600.0,1500.0,0.0,1000.0,1500.0,1
186,163546.0,187,360000.0,2,1,2,7,1,-1,-1,-1,-1,-1,57087.0,5295.0,68454.0,13889.0,16250.0,38313.0,0
187,1182582.0,188,200000.0,2,3,2,4,2,2,2,2,2,2,8214.0,7000.0,6800.0,7134.0,0.0,6836.0,1
188,57742.0,189,130000.0,2,2,1,6,1,-1,0,0,0,0,5396.0,5000.0,3500.0,501.0,1000.0,2000.0,0
189,125792.0,190,20000.0,2,2,2,7,1,5,4,4,3,2,0.0,1000.0,0.0,0.0,760.0,0.0,0
190,353740.0,191,310000.0,1,1,2,7,0,0,0,0,0,0,10020.0,6031.0,10057.0,5028.0,5060.0,4223.0,0
191,130018.0,192,60000.0,2,1,2,8,2,0,0,0,2,0,1342.0,1664.0,2000.0,0.0,900.0,846.0,1
192,45854.0,193,180000.0,2,1,2,7,-1,-1,-1,-2,-1,0,199.0,0.0,0.0,17227.0,341.0,5114.0,0
193,68239.0,194,180000.0,2,1,2,8,-1,-1,2,0,0,-2,37867.0,0.0,200.0,0.0,0.0,0.0,0
194,84870.0,195,50000.0,1,2,1,6,0,0,0,0,-1,-1,2000.0,1000.0,2000.0,500.0,1000.0,20011.0,0
195,228759.0,196,50000.0,2,1,2,8,1,2,2,2,2,2,1900.0,1400.0,1700.0,1532.0,1600.0,0.0,1
196,1616.0,197,150000.0,2,2,1,6,-2,-2,-2,-2,-2,-2,0.0,0.0,116.0,0.0,1500.0,0.0,0
197,103511.0,198,20000.0,2,1,2,8,0,0,0,0,-1,0,1500.0,1032.0,541.0,20000.0,693.0,1000.0,0
198,6457.0,199,500000.0,2,1,1,6,-2,-2,-2,-1,-1,-1,138.0,2299.0,1251.0,1206.0,1151.0,15816.0,0
199,117854.0,200,30000.0,2,3,2,8,1,2,2,0,0,0,1000.0,85.0,1714.0,104.0,0.0,0.0,1
200,750.0,201,180000.0,2,1,1,5,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
201,130872.0,202,140000.0,1,1,2,7,0,0,2,0,0,2,25000.0,0.0,3000.0,7800.0,0.0,2500.0,0
202,64236.0,203,140000.0,2,1,2,8,-1,0,-1,-1,-1,-1,10000.0,13001.0,5841.0,13506.0,487.0,7004.0,0
203,688894.0,204,120000.0,1,2,2,8,0,0,0,0,0,0,5000.0,5000.0,4152.0,5000.0,5000.0,5000.0,0
204,1202779.0,205,360000.0,2,2,1,4,0,0,0,0,0,0,9100.0,7300.0,5800.0,5600.0,5600.0,4100.0,0
205,98941.0,206,20000.0,1,3,1,4,-1,-1,0,0,0,0,22359.0,1305.0,1258.0,1459.0,3457.0,1700.0,0
206,3033.0,207,100000.0,1,1,1,4,-1,-1,-1,-1,-1,-1,1473.0,390.0,390.0,390.0,0.0,2380.0,0
207,9657.0,208,210000.0,2,2,1,5,-1,-1,-1,-1,-1,-1,1586.0,343.0,3763.0,877.0,0.0,419.0,1
